
#-------------------------------------------------------------------------------------------------
# scale type =53-tet, provided type=by tet, intervals=53, f0=440Hz
#-------------------------------------------------------------------------------------------------
#          cents     Δ cents  f ratio   ratio (derived)  fl ratio    abs error    rel error       f (Hz)
#-------------------------------------------------------------------------------------------------
0       0.000000    0.000000  1.000000  1                1.000000   0.00000000   0.00000000 |   61.740 |   82.410 |  110.000 |  146.830 |  196.000 |  261.630 |  329.630 |  392.000 |  523.250
1      22.641509   22.641509  1.013164  53/52            1.019231  -0.00606663  -0.59878019 |   62.553 |   83.495 |  111.448 |  148.763 |  198.580 |  265.074 |  333.969 |  397.160 |  530.138
2      45.283019   22.641509  1.026502  39/38            1.026316   0.00018579   0.01809946 |   63.376 |   84.594 |  112.915 |  150.721 |  201.194 |  268.564 |  338.366 |  402.389 |  537.117
3      67.924528   22.641509  1.040015  26/25            1.040000   0.00001459   0.00140328 |   64.211 |   85.708 |  114.402 |  152.705 |  203.843 |  272.099 |  342.820 |  407.686 |  544.188
4      90.566038   22.641509  1.053705  39/37            1.054054  -0.00034856  -0.03307934 |   65.056 |   86.836 |  115.908 |  154.716 |  206.526 |  275.681 |  347.333 |  413.053 |  551.351
5     113.207547   22.641509  1.067577  47/44            1.068182  -0.00060519  -0.05668850 |   65.912 |   87.979 |  117.433 |  156.752 |  209.245 |  279.310 |  351.905 |  418.490 |  558.609
6     135.849057   22.641509  1.081630  53/49            1.081633  -0.00000230  -0.00021233 |   66.780 |   89.137 |  118.979 |  158.816 |  212.000 |  282.987 |  356.538 |  423.999 |  565.963
7     158.490566   22.641509  1.095869  57/52            1.096154  -0.00028475  -0.02598422 |   67.659 |   90.311 |  120.546 |  160.906 |  214.790 |  286.712 |  361.231 |  429.581 |  573.414
8     181.132075   22.641509  1.110295  10/9             1.111111  -0.00081584  -0.07347960 |   68.550 |   91.499 |  122.132 |  163.025 |  217.618 |  290.487 |  365.987 |  435.236 |  580.962
9     203.773585   22.641509  1.124911  9/8              1.125000  -0.00008864  -0.00788006 |   69.452 |   92.704 |  123.740 |  165.171 |  220.483 |  294.311 |  370.805 |  440.965 |  588.610
10    226.415094   22.641509  1.139720  49/43            1.139535   0.00018497   0.01622913 |   70.366 |   93.924 |  125.369 |  167.345 |  223.385 |  298.185 |  375.686 |  446.770 |  596.358
11    249.056604   22.641509  1.154723  52/45            1.155556  -0.00083227  -0.07207528 |   71.293 |   95.161 |  127.020 |  169.548 |  226.326 |  302.110 |  380.631 |  452.652 |  604.209
12    271.698113   22.641509  1.169924  55/47            1.170213  -0.00028854  -0.02466297 |   72.231 |   96.413 |  128.692 |  171.780 |  229.305 |  306.087 |  385.642 |  458.610 |  612.163
13    294.339623   22.641509  1.185325  32/27            1.185185   0.00014009   0.01181892 |   73.182 |   97.683 |  130.386 |  174.041 |  232.324 |  310.117 |  390.719 |  464.648 |  620.221
14    316.981132   22.641509  1.200929  6/5              1.200000   0.00092907   0.07736255 |   74.145 |   98.969 |  132.102 |  176.332 |  235.382 |  314.199 |  395.862 |  470.764 |  628.386
15    339.622642   22.641509  1.216738  45/37            1.216216   0.00052206   0.04290611 |   75.121 |  100.271 |  133.841 |  178.654 |  238.481 |  318.335 |  401.073 |  476.961 |  636.658
16    362.264151   22.641509  1.232756  53/43            1.232558   0.00019745   0.01601684 |   76.110 |  101.591 |  135.603 |  181.006 |  241.620 |  322.526 |  406.353 |  483.240 |  645.039
17    384.905660   22.641509  1.248984  5/4              1.250000  -0.00101624  -0.08136544 |   77.112 |  102.929 |  137.388 |  183.388 |  244.801 |  326.772 |  411.703 |  489.602 |  653.531
18    407.547170   22.641509  1.265426  62/49            1.265306   0.00011944   0.00943850 |   78.127 |  104.284 |  139.197 |  185.802 |  248.023 |  331.073 |  417.122 |  496.047 |  662.134
19    430.188679   22.641509  1.282084  50/39            1.282051   0.00003252   0.00253655 |   79.156 |  105.657 |  141.029 |  188.248 |  251.288 |  335.432 |  422.613 |  502.577 |  670.850
20    452.830189   22.641509  1.298961  13/10            1.300000  -0.00103866  -0.07996102 |   80.198 |  107.047 |  142.886 |  190.726 |  254.596 |  339.847 |  428.177 |  509.193 |  679.682
21    475.471698   22.641509  1.316061  25/19            1.315789   0.00027158   0.02063555 |   81.254 |  108.457 |  144.767 |  193.237 |  257.948 |  344.321 |  433.813 |  515.896 |  688.629
22    498.113208   22.641509  1.333386  4/3              1.333333   0.00005253   0.00393979 |   82.323 |  109.884 |  146.672 |  195.781 |  261.344 |  348.854 |  439.524 |  522.687 |  697.694
23    520.754717   22.641509  1.350939  50/37            1.351351  -0.00041260  -0.03054195 |   83.407 |  111.331 |  148.603 |  198.358 |  264.784 |  353.446 |  445.310 |  529.568 |  706.879
24    543.396226   22.641509  1.368723  26/19            1.368421   0.00030165   0.02203854 |   84.505 |  112.796 |  150.559 |  200.970 |  268.270 |  358.099 |  451.172 |  536.539 |  716.184
25    566.037736   22.641509  1.386741  43/31            1.387097  -0.00035601  -0.02567269 |   85.617 |  114.281 |  152.541 |  203.615 |  271.801 |  362.813 |  457.111 |  543.602 |  725.612
26    588.679245   22.641509  1.404996  59/42            1.404762   0.00023411   0.01666264 |   86.744 |  115.786 |  154.550 |  206.296 |  275.379 |  367.589 |  463.129 |  550.758 |  735.164
27    611.320755   22.641509  1.423492  37/26            1.423077   0.00041466   0.02912976 |   87.886 |  117.310 |  156.584 |  209.011 |  279.004 |  372.428 |  469.226 |  558.009 |  744.842
28    633.962264   22.641509  1.442231  75/52            1.442308  -0.00007706  -0.00534331 |   89.043 |  118.854 |  158.645 |  211.763 |  282.677 |  377.331 |  475.402 |  565.354 |  754.647
29    656.603774   22.641509  1.461216  19/13            1.461538  -0.00032210  -0.02204340 |   90.215 |  120.419 |  160.734 |  214.550 |  286.398 |  382.298 |  481.661 |  572.797 |  764.581
30    679.245283   22.641509  1.480452  77/52            1.480769  -0.00031721  -0.02142655 |   91.403 |  122.004 |  162.850 |  217.375 |  290.169 |  387.331 |  488.001 |  580.337 |  774.647
31    701.886792   22.641509  1.499941  3/2              1.500000  -0.00005910  -0.00393995 |   92.606 |  123.610 |  164.993 |  220.236 |  293.988 |  392.430 |  494.426 |  587.977 |  784.844
32    724.528302   22.641509  1.519686  38/25            1.520000  -0.00031366  -0.02063981 |   93.825 |  125.237 |  167.165 |  223.136 |  297.859 |  397.596 |  500.934 |  595.717 |  795.176
33    747.169811   22.641509  1.539692  77/50            1.540000  -0.00030829  -0.02002297 |   95.061 |  126.886 |  169.366 |  226.073 |  301.780 |  402.830 |  507.529 |  603.559 |  805.644
34    769.811321   22.641509  1.559960  39/25            1.560000  -0.00003957  -0.00253661 |   96.312 |  128.556 |  171.596 |  229.049 |  305.752 |  408.132 |  514.210 |  611.504 |  816.249
35    792.452830   22.641509  1.580496  49/31            1.580645  -0.00014919  -0.00943939 |   97.580 |  130.249 |  173.855 |  232.064 |  309.777 |  413.505 |  520.979 |  619.554 |  826.995
36    815.094340   22.641509  1.601302  8/5              1.600000   0.00130185   0.08129929 |   98.864 |  131.963 |  176.143 |  235.119 |  313.855 |  418.949 |  527.837 |  627.710 |  837.881
37    837.735849   22.641509  1.622382  73/45            1.622222   0.00015939   0.00982453 |  100.166 |  133.700 |  178.462 |  238.214 |  317.987 |  424.464 |  534.786 |  635.974 |  848.911
38    860.377358   22.641509  1.643739  74/45            1.644444  -0.00070557  -0.04292453 |  101.484 |  135.461 |  180.811 |  241.350 |  322.173 |  430.051 |  541.826 |  644.346 |  860.086
39    883.018868   22.641509  1.665377  5/3              1.666667  -0.00128938  -0.07742244 |  102.820 |  137.244 |  183.192 |  244.527 |  326.414 |  435.713 |  548.958 |  652.828 |  871.409
40    905.660377   22.641509  1.687301  27/16            1.687500  -0.00019944  -0.01182032 |  104.174 |  139.050 |  185.603 |  247.746 |  330.711 |  441.448 |  556.185 |  661.422 |  882.880
41    928.301887   22.641509  1.709512  53/31            1.709677  -0.00016500  -0.00965174 |  105.545 |  140.881 |  188.046 |  251.008 |  335.064 |  447.260 |  563.507 |  670.129 |  894.502
42    950.943396   22.641509  1.732017  71/41            1.731707   0.00030937   0.01786187 |  106.935 |  142.735 |  190.522 |  254.312 |  339.475 |  453.148 |  570.925 |  678.951 |  906.278
43    973.584906   22.641509  1.754817  86/49            1.755102  -0.00028484  -0.01623177 |  108.342 |  144.614 |  193.030 |  257.660 |  343.944 |  459.113 |  578.440 |  687.888 |  918.208
44    996.226415   22.641509  1.777918  16/9             1.777778   0.00014009   0.00787943 |  109.769 |  146.518 |  195.571 |  261.052 |  348.472 |  465.157 |  586.055 |  696.944 |  930.296
45   1018.867925   22.641509  1.801323  9/5              1.800000   0.00132263   0.07342564 |  111.214 |  148.447 |  198.145 |  264.488 |  353.059 |  471.280 |  593.770 |  706.118 |  942.542
46   1041.509434   22.641509  1.825036  73/40            1.825000   0.00003550   0.00194525 |  112.678 |  150.401 |  200.754 |  267.970 |  357.707 |  477.484 |  601.586 |  715.414 |  954.950
47   1064.150943   22.641509  1.849061  61/33            1.848485   0.00057568   0.03113372 |  114.161 |  152.381 |  203.397 |  271.498 |  362.416 |  483.770 |  609.506 |  724.832 |  967.521
48   1086.792453   22.641509  1.873402  88/47            1.872340   0.00106140   0.05665638 |  115.664 |  154.387 |  206.074 |  275.072 |  367.187 |  490.138 |  617.529 |  734.374 |  980.258
49   1109.433962   22.641509  1.898064  93/49            1.897959   0.00010437   0.00549892 |  117.186 |  156.419 |  208.787 |  278.693 |  372.020 |  496.590 |  625.659 |  744.041 |  993.162
50   1132.075472   22.641509  1.923050  25/13            1.923077  -0.00002699  -0.00140330 |  118.729 |  158.479 |  211.535 |  282.361 |  376.918 |  503.128 |  633.895 |  753.836 | 1006.236
51   1154.716981   22.641509  1.948365  76/39            1.948718  -0.00035271  -0.01810274 |  120.292 |  160.565 |  214.320 |  286.078 |  381.880 |  509.751 |  642.240 |  763.759 | 1019.482
52   1177.358491   22.641509  1.974014  75/38            1.973684   0.00032959   0.01669641 |  121.876 |  162.678 |  217.142 |  289.844 |  386.907 |  516.461 |  650.694 |  773.813 | 1032.903
53   1200.000000   22.641509  2.000000  2                2.000000   0.00000000   0.00000000 |  123.480 |  164.820 |  220.000 |  293.660 |  392.000 |  523.260 |  659.260 |  784.000 | 1046.500
#-------------------------------------------------------------------------------------------------
# Scala file written: results/tet/53-tet/53-tet.scl
# derived ratios: [1, 53/52, 39/38, 26/25, 39/37, 47/44, 53/49, 57/52, 10/9, 9/8, 49/43, 52/45, 55/47, 32/27, 6/5, 45/37, 53/43, 5/4, 62/49, 50/39, 13/10, 25/19, 4/3, 50/37, 26/19, 43/31, 59/42, 37/26, 75/52, 19/13, 77/52, 3/2, 38/25, 77/50, 39/25, 49/31, 8/5, 73/45, 74/45, 5/3, 27/16, 53/31, 71/41, 86/49, 16/9, 9/5, 73/40, 61/33, 88/47, 93/49, 25/13, 76/39, 75/38, 2]
# derived  cents: [0.0, 22.641509433962263, 45.283018867924525, 67.9245283018868, 90.56603773584905, 113.2075471698113, 135.8490566037736, 158.49056603773585, 181.1320754716981, 203.77358490566036, 226.4150943396226, 249.0566037735849, 271.6981132075472, 294.33962264150944, 316.9811320754717, 339.62264150943395, 362.2641509433962, 384.90566037735846, 407.5471698113207, 430.18867924528297, 452.8301886792452, 475.47169811320754, 498.1132075471698, 520.754716981132, 543.3962264150944, 566.0377358490566, 588.6792452830189, 611.3207547169811, 633.9622641509434, 656.6037735849056, 679.2452830188679, 701.8867924528302, 724.5283018867924, 747.1698113207547, 769.8113207547169, 792.4528301886792, 815.0943396226414, 837.7358490566037, 860.3773584905659, 883.0188679245282, 905.6603773584905, 928.3018867924528, 950.9433962264151, 973.5849056603773, 996.2264150943396, 1018.8679245283018, 1041.509433962264, 1064.1509433962262, 1086.7924528301887, 1109.433962264151, 1132.0754716981132, 1154.7169811320755, 1177.3584905660377, 1200.0]
# derived  cents: sha256:e7d41b74747b91d090d04e1a20064d8eaeb0a44e297a330c7a73cc8cb9312165
#-------------------------------------------------------------------------------------------------
