
#-------------------------------------------------------------------------------------------------
# Type=equal temperament intervals, Number of intervals=31, keywords=TET,ET,EDO
#-------------------------------------------------------------------------------------------------
#       cents  Δ cents  f ratio   ratio (derived)  fl ratio       aerror       rerror       f (Hz)
#-------------------------------------------------------------------------------------------------
0       0.000    0.000  1.000000  1                1.000000   0.00000000   0.00000000   440.000000
1      38.710   38.710  1.022611  32/31            1.032258  -0.00964663  -0.94333278   449.949032
2      77.419   38.710  1.045734  23/22            1.045455   0.00027960   0.02673746   460.123025
3     116.129   38.710  1.069380  31/29            1.068966   0.00041418   0.03873099   470.527067
4     154.839   38.710  1.093560  23/21            1.095238  -0.00167819  -0.15346086   481.166360
5     193.548   38.710  1.118287  19/17            1.117647   0.00063981   0.05721335   492.046222
6     232.258   38.710  1.143573  8/7              1.142857   0.00071580   0.06259302   503.172093
7     270.968   38.710  1.169431  7/6              1.166667   0.00276410   0.23636277   514.549537
8     309.677   38.710  1.195873  37/31            1.193548   0.00232489   0.19440914   526.184241
9     348.387   38.710  1.222914  11/9             1.222222   0.00069146   0.05654229   538.082022
10    387.097   38.710  1.250566  5/4              1.250000   0.00056552   0.04522111   550.248829
11    425.806   38.710  1.278843  23/18            1.277778   0.00106482   0.08326463   562.690745
12    464.516   38.710  1.307759  17/13            1.307692   0.00006676   0.00510497   575.413990
13    503.226   38.710  1.337329  4/3              1.333333   0.00399605   0.29880784   588.424926
14    541.935   38.710  1.367568  26/19            1.368421  -0.00085274  -0.06235426   601.730059
15    580.645   38.710  1.398491  7/5              1.400000  -0.00150900  -0.10790213   615.336039
16    619.355   38.710  1.430113  10/7             1.428571   0.00154146   0.10778583   629.249671
17    658.065   38.710  1.462450  19/13            1.461538   0.00091133   0.06231540   643.477909
18    696.774   38.710  1.495518  3/2              1.500000  -0.00448212  -0.29970338   658.027868
19    735.484   38.710  1.529334  26/17            1.529412  -0.00007808  -0.00510523   672.906823
20    774.194   38.710  1.563914  36/23            1.565217  -0.00130327  -0.08333402   688.122212
21    812.903   38.710  1.599276  8/5              1.600000  -0.00072354  -0.04524157   703.681643
22    851.613   38.710  1.635438  18/11            1.636364  -0.00092524  -0.05657427   719.592896
23    890.323   38.710  1.672418  52/31            1.677419  -0.00500135  -0.29904879   735.863924
24    929.032   38.710  1.710234  53/31            1.709677   0.00055636   0.03253133   752.502864
25    967.742   38.710  1.748905  7/4              1.750000  -0.00109538  -0.06263223   769.518034
26   1006.452   38.710  1.788450  34/19            1.789474  -0.00102382  -0.05724610   786.917941
27   1045.161   38.710  1.828889  53/29            1.827586   0.00130308   0.07124972   804.711286
28   1083.871   38.710  1.870243  43/23            1.869565   0.00067788   0.03624557   822.906963
29   1122.581   38.710  1.912532  44/23            1.913043  -0.00051150  -0.02674461   841.514071
30   1161.290   38.710  1.955777  45/23            1.956522  -0.00074467  -0.03807522   860.541912
31   1200.000   38.710  2.000000  2                2.000000   0.00000000   0.00000000   880.000000
#-------------------------------------------------------------------------------------------------
# derived ratios: [1, 32/31, 23/22, 31/29, 23/21, 19/17, 8/7, 7/6, 37/31, 11/9, 5/4, 23/18, 17/13, 4/3, 26/19, 7/5, 10/7, 19/13, 3/2, 26/17, 36/23, 8/5, 18/11, 52/31, 53/31, 7/4, 34/19, 53/29, 43/23, 44/23, 45/23, 2]
# derived  cents: sha256:6be164e4f8d82d0d104ebad3af17ff792725a97fd03737779627f5ec1094d38e
#-------------------------------------------------------------------------------------------------
