# type=equal temperament intervals. number of intervals=41

#       cents  Δ cents  f ratio   ratio (derived)  fl ratio       aerror       rerror       f (Hz)
#-------------------------------------------------------------------------------------------------
0       0.000    0.000  1.000000  1                1.000000   0.00000000   0.00000000   220.000000
1      29.268   29.268  1.017050  42/41            1.024390  -0.00734050  -0.72174439   223.750944
2      58.537   29.268  1.034390  30/29            1.034483  -0.00009258  -0.00894981   227.565840
3      87.805   29.268  1.052026  20/19            1.052632  -0.00060531  -0.05753735   231.445780
4     117.073   29.268  1.069963  31/29            1.068966   0.00099753   0.09323058   235.391871
5     146.341   29.268  1.088206  37/34            1.088235  -0.00002965  -0.00272444   239.405242
6     175.610   29.268  1.106759  31/28            1.107143  -0.00038358  -0.03465816   243.487040
7     204.878   29.268  1.125629  9/8              1.125000   0.00062924   0.05590096   247.638432
8     234.146   29.268  1.144821  47/41            1.146341  -0.00152054  -0.13281859   251.860604
9     263.415   29.268  1.164340  43/37            1.162162   0.00217767   0.18703049   256.154763
10    292.683   29.268  1.184192  45/38            1.184211  -0.00001900  -0.00160422   260.522136
11    321.951   29.268  1.204382  47/39            1.205128  -0.00074651  -0.06198309   264.963972
12    351.220   29.268  1.224916  49/40            1.225000  -0.00008391  -0.00685008   269.481540
13    380.488   29.268  1.245801  51/41            1.243902   0.00189816   0.15236464   274.076132
14    409.756   29.268  1.267041  19/15            1.266667   0.00037451   0.02955814   278.749060
15    439.024   29.268  1.288644  49/38            1.289474  -0.00082978  -0.06439137   283.501660
16    468.293   29.268  1.310615  38/29            1.310345   0.00027013   0.02061097   288.335291
17    497.561   29.268  1.332961  4/3              1.333333  -0.00037273  -0.02796220   293.251334
18    526.829   29.268  1.355687  42/31            1.354839   0.00084854   0.06259085   298.251194
19    556.098   29.268  1.378801  51/37            1.378378   0.00042299   0.03067799   303.336301
20    585.366   29.268  1.402310  7/5              1.400000   0.00230958   0.16469815   308.508107
21    614.634   29.268  1.426219  57/40            1.425000   0.00121860   0.08544257   313.768092
22    643.902   29.268  1.450535  29/20            1.450000   0.00053526   0.03690089   319.117757
23    673.171   29.268  1.475267  59/40            1.475000   0.00026652   0.01806562   324.558634
24    702.439   29.268  1.500419  3/2              1.500000   0.00041943   0.02795439   330.092275
25    731.707   29.268  1.526001  29/19            1.526316  -0.00031459  -0.02061522   335.720264
26    760.976   29.268  1.552019  45/29            1.551724   0.00029499   0.01900708   341.444209
27    790.244   29.268  1.578481  30/19            1.578947  -0.00046671  -0.02956688   347.265745
28    819.512   29.268  1.605393  61/38            1.605263   0.00013019   0.00810985   353.186538
29    848.780   29.268  1.632765  49/30            1.633333  -0.00056843  -0.03481420   359.208278
30    878.049   29.268  1.660603  68/41            1.658537   0.00206654   0.12444504   365.332687
31    907.317   29.268  1.688916  49/29            1.689655  -0.00073919  -0.04376713   371.561516
32    936.585   29.268  1.717712  67/39            1.717949  -0.00023715  -0.01380614   377.896545
33    965.854   29.268  1.746998  7/4              1.750000  -0.00300189  -0.17183123   384.339585
34    995.122   29.268  1.776784  16/9             1.777778  -0.00099379  -0.05593223   390.892476
35   1024.390   29.268  1.807078  47/26            1.807692  -0.00061461  -0.03401137   397.557093
36   1053.659   29.268  1.837888  68/37            1.837838   0.00005007   0.00272437   404.335340
37   1082.927   29.268  1.869223  43/23            1.869565  -0.00034179  -0.01828511   411.229154
38   1112.195   29.268  1.901093  19/10            1.900000   0.00109321   0.05750426   418.240506
39   1141.463   29.268  1.933506  29/15            1.933333   0.00017303   0.00894901   425.371400
40   1170.732   29.268  1.966472  59/30            1.966667  -0.00019451  -0.00989154   432.623874
41   1200.000   29.268  2.000000  2                2.000000   0.00000000   0.00000000   440.000000
# derived ratios: ['1' '42/41' '30/29' '20/19' '31/29' '37/34' '31/28' '9/8' '47/41' '43/37'
 '45/38' '47/39' '49/40' '51/41' '19/15' '49/38' '38/29' '4/3' '42/31'
 '51/37' '7/5' '57/40' '29/20' '59/40' '3/2' '29/19' '45/29' '30/19'
 '61/38' '49/30' '68/41' '49/29' '67/39' '7/4' '16/9' '47/26' '68/37'
 '43/23' '19/10' '29/15' '59/30' '2']

# cents sha256:be59c63a57f1c0958c1d79de73c93a9cc75504849fd10d281560a275311f21ae
1,42/41,30/29,20/19,31/29,37/34,31/28,9/8,47/41,43/37,45/38,47/39,49/40,51/41,19/15,49/38,38/29,4/3,42/31,51/37,7/5,57/40,29/20,59/40,3/2,29/19,45/29,30/19,61/38,49/30,68/41,49/29,67/39,7/4,16/9,47/26,68/37,43/23,19/10,29/15,59/30,2
