
#-------------------------------------------------------------------------------------------------
# Type=equal temperament intervals, Number of intervals=10, keywords=TET,ET,EDO
#-------------------------------------------------------------------------------------------------
#       cents  Δ cents  f ratio   ratio (derived)  fl ratio       aerror       rerror       f (Hz)
#-------------------------------------------------------------------------------------------------
0       0.000    0.000  1.000000  1                1.000000   0.00000000   0.00000000   440.000000
1     120.000  120.000  1.071773  11/10            1.100000  -0.02822654  -2.63362907   471.580324
2     240.000  120.000  1.148698  8/7              1.142857   0.00584121   0.50850705   505.427276
3     360.000  120.000  1.231144  11/9             1.222222   0.00892219   0.72470711   541.703542
4     480.000  120.000  1.319508  4/3              1.333333  -0.01382542  -1.04777110   580.583481
5     600.000  120.000  1.414214  7/5              1.400000   0.01421356   1.00505063   622.253967
6     720.000  120.000  1.515717  3/2              1.500000   0.01571657   1.03690669   666.915289
7     840.000  120.000  1.624505  13/8             1.625000  -0.00049521  -0.03048358   714.782109
8     960.000  120.000  1.741101  7/4              1.750000  -0.00889887  -0.51110606   766.084496
9    1080.000  120.000  1.866066  13/7             1.857143   0.00892313   0.47817848   821.069033
10   1200.000  120.000  2.000000  2                2.000000   0.00000000   0.00000000   880.000000
#-------------------------------------------------------------------------------------------------
# derived ratios: [1, 11/10, 8/7, 11/9, 4/3, 7/5, 3/2, 13/8, 7/4, 13/7, 2]
# derived  cents: [0.0, 120.0, 240.0, 360.0, 480.0, 600.0, 720.0, 840.0, 960.0, 1080.0, 1200.0]
# derived  cents: sha256:dae95abcc1825a5f4f132d3cade184c43e04501d76c1a35045b4fa41a585c459
#-------------------------------------------------------------------------------------------------
