
#-------------------------------------------------------------------------------------------------
# Type=equal temperament intervals, Number of intervals=72, keywords=TET,ET,EDO
#-------------------------------------------------------------------------------------------------
#       cents  Δ cents  f ratio   ratio (derived)  fl ratio       aerror       rerror       f (Hz)
#-------------------------------------------------------------------------------------------------
0       0.000    0.000  1.000000  1                1.000000   0.00000000   0.00000000   440.000000
1      16.667   16.667  1.009674  73/72            1.013889  -0.00421536  -0.41749690   444.256355
2      33.333   16.667  1.019441  52/51            1.019608  -0.00016720  -0.01640110   448.553883
3      50.000   16.667  1.029302  35/34            1.029412  -0.00010953  -0.01064100   452.892984
4      66.667   16.667  1.039259  53/51            1.039216   0.00004354   0.00418950   457.274059
5      83.333   16.667  1.049313  64/61            1.049180   0.00013221   0.01259937   461.697515
6     100.000   16.667  1.059463  71/67            1.059701  -0.00023840  -0.02250179   466.163762
7     116.667   16.667  1.069712  46/43            1.069767  -0.00005560  -0.00519729   470.673212
8     133.333   16.667  1.080060  27/25            1.080000   0.00005974   0.00553107   475.226285
9     150.000   16.667  1.090508  12/11            1.090909  -0.00040136  -0.03680471   479.823402
10    166.667   16.667  1.101057  76/69            1.101449  -0.00039248  -0.03564575   484.464990
11    183.333   16.667  1.111708  10/9             1.111111   0.00059679   0.05368261   489.151478
12    200.000   16.667  1.122462  55/49            1.122449   0.00001307   0.00116429   493.883301
13    216.667   16.667  1.133320  17/15            1.133333  -0.00001311  -0.00115688   498.660898
14    233.333   16.667  1.144283  79/69            1.144928  -0.00064410  -0.05628878   503.484711
15    250.000   16.667  1.155353  67/58            1.155172   0.00018028   0.01560416   508.355187
16    266.667   16.667  1.166529  7/6              1.166667  -0.00013763  -0.01179800   513.272777
17    283.333   16.667  1.177813  53/45            1.177778   0.00003572   0.00303267   518.237939
18    300.000   16.667  1.189207  44/37            1.189189   0.00001793   0.00150738   523.251131
19    316.667   16.667  1.200711  6/5              1.200000   0.00071095   0.05921072   528.312818
20    333.333   16.667  1.212326  40/33            1.212121   0.00020485   0.01689766   533.423469
21    350.000   16.667  1.224054  71/58            1.224138  -0.00008439  -0.00689412   538.583559
22    366.667   16.667  1.235894  89/72            1.236111  -0.00021665  -0.01752942   543.793565
23    383.333   16.667  1.247850  86/69            1.246377   0.00147312   0.11805270   549.053970
24    400.000   16.667  1.259921  63/50            1.260000  -0.00007895  -0.00626627   554.365262
25    416.667   16.667  1.272109  14/11            1.272727  -0.00061833  -0.04860705   559.727933
26    433.333   16.667  1.284415  86/67            1.283582   0.00083264   0.06482615   565.142479
27    450.000   16.667  1.296840  83/64            1.296875  -0.00003545  -0.00273321   570.609404
28    466.667   16.667  1.309385  55/42            1.309524  -0.00013923  -0.01063357   576.129213
29    483.333   16.667  1.322051  78/59            1.322034   0.00001705   0.00128982   581.702418
30    500.000   16.667  1.334840  4/3              1.333333   0.00150652   0.11286154   587.329536
31    516.667   16.667  1.347752  31/23            1.347826  -0.00007362  -0.00546206   593.011088
32    533.333   16.667  1.360790  83/61            1.360656   0.00013426   0.00986651   598.747600
33    550.000   16.667  1.373954  92/67            1.373134   0.00081932   0.05963222   604.539605
34    566.667   16.667  1.387245  43/31            1.387097   0.00014786   0.01065850   610.387639
35    583.333   16.667  1.400664  7/5              1.400000   0.00066419   0.04741970   616.292244
36    600.000   16.667  1.414214  99/70            1.414286  -0.00007215  -0.00510191   622.253967
37    616.667   16.667  1.427894  10/7             1.428571  -0.00067742  -0.04744220   628.273362
38    633.333   16.667  1.441707  62/43            1.441860  -0.00015368  -0.01065964   634.350985
39    650.000   16.667  1.455653  99/68            1.455882  -0.00022917  -0.01574345   640.487400
40    666.667   16.667  1.469734  97/66            1.469697   0.00003752   0.00255302   646.683177
41    683.333   16.667  1.483952  46/31            1.483871   0.00008105   0.00546177   652.938888
42    700.000   16.667  1.498307  3/2              1.500000  -0.00169292  -0.11298906   659.255114
43    716.667   16.667  1.512801  59/39            1.512821  -0.00001951  -0.00128984   665.632440
44    733.333   16.667  1.527435  84/55            1.527273   0.00016240   0.01063244   672.071458
45    750.000   16.667  1.542211  91/59            1.542373  -0.00016206  -0.01050803   678.572763
46    766.667   16.667  1.557129  109/70           1.557143  -0.00001340  -0.00086082   685.136959
47    783.333   16.667  1.572192  11/7             1.571429   0.00076383   0.04858344   691.764654
48    800.000   16.667  1.587401  100/63           1.587302   0.00009946   0.00626588   698.456463
49    816.667   16.667  1.602757  109/68           1.602941  -0.00018435  -0.01150191   705.213005
50    833.333   16.667  1.618261  89/55            1.618182   0.00007933   0.00490230   712.034906
51    850.000   16.667  1.633915  116/71           1.633803   0.00011264   0.00689365   718.922799
52    866.667   16.667  1.649721  33/20            1.650000  -0.00027881  -0.01690051   725.877323
53    883.333   16.667  1.665680  5/3              1.666667  -0.00098685  -0.05924580   732.899121
54    900.000   16.667  1.681793  37/22            1.681818  -0.00002535  -0.00150740   739.988845
55    916.667   16.667  1.698062  90/53            1.698113  -0.00005150  -0.00303276   747.147152
56    933.333   16.667  1.714488  12/7             1.714286   0.00020225   0.01179661   754.374705
57    950.000   16.667  1.731073  116/67           1.731343  -0.00027016  -0.01560659   761.672174
58    966.667   16.667  1.747819  124/71           1.746479   0.00133984   0.07665796   769.040235
59    983.333   16.667  1.764726  30/17            1.764706   0.00002042   0.00115686   776.479571
60   1000.000   16.667  1.781797  98/55            1.781818  -0.00002075  -0.00116430   783.990872
61   1016.667   16.667  1.799034  9/5              1.800000  -0.00096629  -0.05371145   791.574834
62   1033.333   16.667  1.816437  89/49            1.816327   0.00011019   0.00606654   799.232159
63   1050.000   16.667  1.834008  11/6             1.833333   0.00067475   0.03679117   806.963558
64   1066.667   16.667  1.851749  50/27            1.851852  -0.00010243  -0.00553138   814.769747
65   1083.333   16.667  1.869662  43/23            1.869565   0.00009717   0.00519702   822.651449
66   1100.000   16.667  1.887749  134/71           1.887324   0.00042468   0.02249673   830.609395
67   1116.667   16.667  1.906010  61/32            1.906250  -0.00024018  -0.01260096   838.644323
68   1133.333   16.667  1.924448  102/53           1.924528  -0.00008063  -0.00418967   846.756976
69   1150.000   16.667  1.943064  68/35            1.942857   0.00020674   0.01063987   854.948108
70   1166.667   16.667  1.961860  51/26            1.961538   0.00032171   0.01639841   863.218477
71   1183.333   16.667  1.980838  103/52           1.980769   0.00006906   0.00348661   871.568850
72   1200.000   16.667  2.000000  2                2.000000   0.00000000   0.00000000   880.000000
#-------------------------------------------------------------------------------------------------
# derived ratios: [1, 73/72, 52/51, 35/34, 53/51, 64/61, 71/67, 46/43, 27/25, 12/11, 76/69, 10/9, 55/49, 17/15, 79/69, 67/58, 7/6, 53/45, 44/37, 6/5, 40/33, 71/58, 89/72, 86/69, 63/50, 14/11, 86/67, 83/64, 55/42, 78/59, 4/3, 31/23, 83/61, 92/67, 43/31, 7/5, 99/70, 10/7, 62/43, 99/68, 97/66, 46/31, 3/2, 59/39, 84/55, 91/59, 109/70, 11/7, 100/63, 109/68, 89/55, 116/71, 33/20, 5/3, 37/22, 90/53, 12/7, 116/67, 124/71, 30/17, 98/55, 9/5, 89/49, 11/6, 50/27, 43/23, 134/71, 61/32, 102/53, 68/35, 51/26, 103/52, 2]
# derived  cents: [0.0, 16.666666666666668, 33.333333333333336, 50.0, 66.66666666666667, 83.33333333333334, 100.0, 116.66666666666667, 133.33333333333334, 150.0, 166.66666666666669, 183.33333333333334, 200.0, 216.66666666666669, 233.33333333333334, 250.00000000000003, 266.6666666666667, 283.33333333333337, 300.0, 316.6666666666667, 333.33333333333337, 350.0, 366.6666666666667, 383.33333333333337, 400.0, 416.6666666666667, 433.33333333333337, 450.00000000000006, 466.6666666666667, 483.33333333333337, 500.00000000000006, 516.6666666666667, 533.3333333333334, 550.0, 566.6666666666667, 583.3333333333334, 600.0, 616.6666666666667, 633.3333333333334, 650.0, 666.6666666666667, 683.3333333333334, 700.0, 716.6666666666667, 733.3333333333334, 750.0, 766.6666666666667, 783.3333333333334, 800.0, 816.6666666666667, 833.3333333333334, 850.0000000000001, 866.6666666666667, 883.3333333333334, 900.0000000000001, 916.6666666666667, 933.3333333333334, 950.0000000000001, 966.6666666666667, 983.3333333333334, 1000.0000000000001, 1016.6666666666667, 1033.3333333333335, 1050.0, 1066.6666666666667, 1083.3333333333335, 1100.0, 1116.6666666666667, 1133.3333333333335, 1150.0, 1166.6666666666667, 1183.3333333333335, 1200.0]
# derived  cents: sha256:b9406843e935a264dd24f23d8cd5c5e8271d4d7cc0771c139925e86a1ac3ee45
#-------------------------------------------------------------------------------------------------
