
#-------------------------------------------------------------------------------------------------
# Type=equal temperament intervals, Number of intervals=7, keywords=TET,ET,EDO
#-------------------------------------------------------------------------------------------------
#       cents  Δ cents  f ratio   ratio (derived)  fl ratio       aerror       rerror       f (Hz)
#-------------------------------------------------------------------------------------------------
0       0.000    0.000  1.000000  1                1.000000   0.00000000   0.00000000   440.000000
1     171.429  171.429  1.104090  8/7              1.142857  -0.03876763  -3.51127592   485.799386
2     342.857  171.429  1.219014  6/5              1.200000   0.01901365   1.55975728   536.366008
3     514.286  171.429  1.345900  4/3              1.333333   0.01256686   0.93371406   592.196085
4     685.714  171.429  1.485994  3/2              1.500000  -0.01400571  -0.94251445   653.837487
5     857.143  171.429  1.640671  5/3              1.666667  -0.02599595  -1.58447118   721.895113
6    1028.571  171.429  1.811447  9/5              1.800000   0.01144733   0.63194377   797.036825
7    1200.000  171.429  2.000000  2                2.000000   0.00000000   0.00000000   880.000000
#-------------------------------------------------------------------------------------------------
# derived ratios: [1, 8/7, 6/5, 4/3, 3/2, 5/3, 9/5, 2]
# derived  cents: [0.0, 171.42857142857142, 342.85714285714283, 514.2857142857142, 685.7142857142857, 857.1428571428571, 1028.5714285714284, 1200.0]
# derived  cents: sha256:3663d1f35a9bef41d2453a607eaa338ad35c1e082f1a93b93175fa6f4e2ff4b6
#-------------------------------------------------------------------------------------------------
