
#-------------------------------------------------------------------------------------------------
# Type=equal temperament intervals, Number of intervals=12, keywords=TET,ET,EDO
#-------------------------------------------------------------------------------------------------
#       cents  Δ cents  f ratio   ratio (derived)  fl ratio       aerror       rerror       f (Hz)
#-------------------------------------------------------------------------------------------------
0       0.000    0.000  1.000000  1                1.000000   0.00000000   0.00000000   440.000000
1     100.000  100.000  1.059463  13/12            1.083333  -0.02387024  -2.25305054   466.163762
2     200.000  100.000  1.122462  9/8              1.125000  -0.00253795  -0.22610579   493.883301
3     300.000  100.000  1.189207  13/11            1.181818   0.00738893   0.62133274   523.251131
4     400.000  100.000  1.259921  5/4              1.250000   0.00992105   0.78743425   554.365262
5     500.000  100.000  1.334840  4/3              1.333333   0.00150652   0.11286154   587.329536
6     600.000  100.000  1.414214  17/12            1.416667  -0.00245310  -0.17346067   622.253967
7     700.000  100.000  1.498307  3/2              1.500000  -0.00169292  -0.11298906   659.255114
8     800.000  100.000  1.587401  19/12            1.583333   0.00406772   0.25625022   698.456463
9     900.000  100.000  1.681793  5/3              1.666667   0.01512616   0.89940708   739.988845
10   1000.000  100.000  1.781797  16/9             1.777778   0.00401966   0.22559571   783.990872
11   1100.000  100.000  1.887749  17/9             1.888889  -0.00114026  -0.06040336   830.609395
12   1200.000  100.000  2.000000  2                2.000000   0.00000000   0.00000000   880.000000
#-------------------------------------------------------------------------------------------------
# derived ratios: [1, 13/12, 9/8, 13/11, 5/4, 4/3, 17/12, 3/2, 19/12, 5/3, 16/9, 17/9, 2]
# derived  cents: sha256:33ae34b3f3a5dbefbfb34f77e704603b133757cbed06fb463aee133f9a947ce5
#-------------------------------------------------------------------------------------------------
